Entity Type,Medical Device,Regulatory Notes,Context_Multiplier,Estimate Repair Price (USD),Adjusted Estimate Repair Price (USD),Final Estimated Repair Price (USD),Estimate Purchase Price (USD),Annual Maintenance Cost (USD),"Total Cost of Ownership (5 Years, USD)"
Prior auth API program,Ventilator,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2414.766325,1775,11000,899.44,20000
Prior auth API program,Operating table,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2414.766325,1375,7250,600.27,13750
Prior auth API program,Surgical lights,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2414.766325,920,4725,408.29,9000
Prior auth API program,Electrosurgical unit (ESU),HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2414.766325,970,4800,516.79,9750
Prior auth API program,Patient monitor,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2414.766325,650,4450,345.44,7750
Prior auth API program,Infusion pumps,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2414.766325,2400,17250,1108.87,28750
Prior auth API program,Suction system,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2414.766325,540,3950,379.08,7250
Prior auth API program,Endoscopy tower,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2414.766325,2525,24750,1566.78,39000
Prior auth API program,Insufflator,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2414.766325,920,9000,593.98,14250
Prior auth API program,Ultrasonic scalpel,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2414.766325,2400,16500,1186.92,28500
Prior auth API program,Harmonic device,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2414.766325,2525,17750,1183.33,30000
Prior auth API program,Tourniquet system,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2414.766325,2400,16000,1018.31,27000
Prior auth API program,Sterile processing trays,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2414.766325,2375,16250,1046.37,27500
Clinical quality measures,Examination table,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,400,400,400,2925,207.8,4975
Clinical quality measures,Autoclave,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,400,400,1450,7500,649.28,14250
Clinical quality measures,ECG/EKG,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,400,400,440,3100,259.45,5500
Clinical quality measures,Vital signs monitor,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,400,400,390,2750,229.14,4875
Clinical quality measures,Doppler/ABI,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,400,400,390,2700,198.98,4675
Clinical quality measures,Spirometer,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,400,400,390,2800,206.3,4800
Clinical quality measures,Thermometer,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,400,400,390,2725,183.23,4625
Clinical quality measures,Otoscope/Ophthalmoscope,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,400,400,380,2575,192.89,4500
Clinical quality measures,Centrifuge,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,400,400,600,3475,249.53,6250
Clinical quality measures,Refrigerator,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,400,400,700,4875,326.18,8250
Clinical quality measures,Defibrillator (AED),HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,400,400,870,4325,361.13,8250
Clinical quality measures,Pulse oximeter,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,400,400,390,2675,194.51,4625
OIG exclusion checks,General diagnostic set,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2440.124038,2525,17500,1112.65,29500
OIG exclusion checks,Examination table,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2440.124038,2450,16750,1138.45,28500
OIG exclusion checks,Autoclave,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2440.124038,1375,6500,553.16,12750
OIG exclusion checks,Vital signs monitor,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2440.124038,2550,18500,1439.27,32000
OIG exclusion checks,ECG,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2440.124038,440,2925,242.95,5250
Health insurance payer – Additional subtype,Portable refrigerator/freezer,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,690,4850,238.91,7750
Health insurance payer – Additional subtype,Vaccine cold-chain monitors,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,2175,15250,1139.68,26500
Health insurance payer – Additional subtype,Microscope,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,500,3475,266.08,6000
Health insurance payer – Additional subtype,Rapid test readers,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,2225,16000,1036.98,26750
Health insurance payer – Additional subtype,Autoclave,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,1375,6750,581.6,13000
Health insurance payer – Additional subtype,PCR,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,1125,7750,575.74,13500
Health insurance payer – Additional subtype,Biosafety cabinet,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,1575,11500,861.91,19750
Health insurance payer – Additional subtype,Portable oxygen concentrator,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,2125,15250,720.02,24250
Health insurance payer – Additional subtype,Nebulizer,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,2175,15000,1153.31,26250
Health insurance payer – Additional subtype,BP monitor,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,2150,15750,1241.2,27250
Health insurance payer – Additional subtype,Pulse oximeter,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,2125,15500,980.4,25750
Health insurance payer – Additional subtype,Glucose meter,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,2200,15000,1017.67,25500
Health insurance payer – Additional subtype,CPAP/BiPAP,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,1775,10500,802.59,19000
Health insurance payer – Additional subtype,Hospital bed,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,2125,15500,1187.08,26750
Health insurance payer – Additional subtype,Suction device,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,540,3775,389.24,7000
Health insurance payer – Additional subtype,Portable refrigerator/freezer,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,690,4825,260.83,7750
Health insurance payer – Additional subtype,Vaccine cold-chain monitors,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,2225,16000,1407.92,28500
Health insurance payer – Additional subtype,Microscope,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,500,3650,245.66,6250
Health insurance payer – Additional subtype,Rapid test readers,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,2300,17000,1243.06,29000
Health insurance payer – Additional subtype,Autoclave,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,1425,7000,660.31,13750
Health insurance payer – Additional subtype,PCR,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,1100,7750,585.83,13500
Health insurance payer – Additional subtype,Biosafety cabinet,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,1625,11000,790.85,19000
Health insurance payer – Additional subtype,Portable oxygen concentrator,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,2300,16250,795.18,26000
Health insurance payer – Additional subtype,Nebulizer,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,2300,16750,1137.61,28250
Health insurance payer – Additional subtype,BP monitor,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,2300,16000,1252.81,28000
Health insurance payer – Additional subtype,Pulse oximeter,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,2350,16750,1182.38,28500
Health insurance payer – Additional subtype,Glucose meter,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,2300,16000,1051.71,27000
Health insurance payer – Additional subtype,CPAP/BiPAP,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,1775,11000,745.67,19250
Health insurance payer – Additional subtype,Hospital bed,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,2300,15750,1154.91,27250
Health insurance payer – Additional subtype,Suction device,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,560,4025,425.29,7500
Health insurance payer – Additional subtype,Portable refrigerator/freezer,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,700,4875,238.52,7750
Health insurance payer – Additional subtype,Vaccine cold-chain monitors,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,2200,15250,1268.78,27000
Health insurance payer – Additional subtype,Microscope,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,510,3475,230.91,6000
Health insurance payer – Additional subtype,Rapid test readers,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,2250,16500,1128.35,27750
Health insurance payer – Additional subtype,Autoclave,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,1400,7000,600.19,13500
Health insurance payer – Additional subtype,PCR,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,1075,7500,549.56,13000
Health insurance payer – Additional subtype,Biosafety cabinet,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,1575,10750,777.42,18500
Health insurance payer – Additional subtype,Portable oxygen concentrator,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,2225,16000,791.23,25500
Health insurance payer – Additional subtype,Nebulizer,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,2225,16000,1118.52,27250
Health insurance payer – Additional subtype,BP monitor,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,2225,16250,1240.21,28000
Health insurance payer – Additional subtype,Pulse oximeter,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,2250,15500,1126.71,26750
Health insurance payer – Additional subtype,Glucose meter,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,2175,15250,996.91,25750
Health insurance payer – Additional subtype,CPAP/BiPAP,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,1800,10500,766.28,18750
Health insurance payer – Additional subtype,Hospital bed,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,2200,15250,1077.86,26250
Health insurance payer – Additional subtype,Suction device,HIPAA; HITECH; CMS/TJC; OSHA; GDPR (EU); NIS2 (EU); ISO/IEC 27001,1,,2236.146532,570,4025,436.07,7750
Physical therapy center,Anesthesia machine,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,2225,15250,1329.79,27500
Physical therapy center,Operating table,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,1400,6750,597.24,13250
Physical therapy center,Surgical lights,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,910,4525,405.89,8750
Physical therapy center,Patient monitor,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,650,4750,417.05,8500
Physical therapy center,Infusion pumps,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,2425,16500,1222.51,28750
Physical therapy center,Electrosurgical unit (ESU),CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,970,4650,431.41,9250
Physical therapy center,Suction regulator,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,210,1450,142.74,2700
Physical therapy center,Autoclave,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,1400,6750,626.35,13500
Physical therapy center,Washer-disinfector,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,1275,7750,752.44,14750
Physical therapy center,Endoscopy tower,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,2450,24250,1825.86,39500
Physical therapy center,Insufflator,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,900,9000,597.67,14250
Physical therapy center,C-arm fluoroscopy (orthopedics),CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,6750,65000,6520.23,114500
Physical therapy center,Tourniquet system,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,2575,18250,1190.16,30750
Physical therapy center,MRI scanner,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,17750,447500,46023,722000
Physical therapy center,CT scanner,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,9250,171500,18156.83,285500
Physical therapy center,Digital X-ray,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,3425,34500,3371.84,60000
Physical therapy center,Mammography system,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,4450,51000,5247.12,88500
Physical therapy center,Ultrasound,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,1225,9750,760.11,16500
Physical therapy center,DEXA (bone densitometer),CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,2450,17000,1099.12,28500
Physical therapy center,PACS workstation,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,1175,8250,596.63,14250
Physical therapy center,TENS/EMS unit,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,2550,18000,1157.13,30250
Physical therapy center,Ultrasound therapy unit,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,1175,9250,773.17,16000
Physical therapy center,Tilt table,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,2475,17500,1129.85,29250
Physical therapy center,Exercise bike,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,2425,17500,1210.08,29500
Physical therapy center,Treadmill,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,450,3200,222.93,5500
Physical therapy center,Hydrotherapy equipment,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,2525,18000,1345.7,31000
Physical therapy center,Gait trainer,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,2500,18250,1199.28,30500
Physical therapy center,Treatment table,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,2475,17000,1160.45,29000
Physical therapy center,Hemodialysis machine,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,2475,30750,2030.6,47000
Physical therapy center,Water purification system (RO),CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,2525,29750,2157.87,46750
Physical therapy center,Dialyzer reprocessing*,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,2475,17500,1274.55,30000
Physical therapy center,Weighing scale,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,2525,17000,1213.49,29500
Physical therapy center,Heparin pump,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,2425,16500,1166.9,28500
Physical therapy center,Endoscope (rigid/flexible),CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,2425,23500,1494.37,37000
Physical therapy center,Video tower,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,2525,18000,1169.09,30250
Physical therapy center,Suction,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,550,3775,401.57,7250
Physical therapy center,Microscope,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,510,3675,264.52,6250
Physical therapy center,Audiometer,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,610,4425,333.44,7500
Physical therapy center,Tympanometer,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,590,4075,268.13,7000
Physical therapy center,Gastroscope,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,2575,17750,1241.2,30500
Physical therapy center,Colonoscope,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,2450,18000,1309.63,30750
Physical therapy center,Light source,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,930,9500,647.73,15000
Physical therapy center,TENS/EMS,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,2525,17000,1181.8,29250
Physical therapy center,Therapy ultrasound,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,1175,9000,734.2,15500
Physical therapy center,Parallel bars,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,2550,18000,1197.96,30250
Physical therapy center,Exercise equipment,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,2450,17500,1162.16,29500
Physical therapy center,Treatment tables,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,2575,17500,1311.04,30500
Physical therapy center,ESU,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,940,4750,396.67,9000
Physical therapy center,C-arm,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2466.890394,6750,68000,7444.33,122000
Occupational therapy center,Anesthesia machine,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2456.487048,2250,15750,1312.08,28000
Occupational therapy center,Operating table,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2456.487048,1400,7250,699.88,14250
Occupational therapy center,Surgical lights,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2456.487048,900,4500,407.99,8750
Occupational therapy center,Patient monitor,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2456.487048,660,4725,368.87,8250
Occupational therapy center,Infusion pumps,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2456.487048,2450,16500,1102.59,28250
Occupational therapy center,Electrosurgical unit (ESU),CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2456.487048,970,5000,548.62,10250
Occupational therapy center,Suction regulator,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2456.487048,210,1450,141.48,2675
Occupational therapy center,Autoclave,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2456.487048,1375,7000,607.02,13500
Occupational therapy center,Washer-disinfector,CARF (rehab accreditation); HIPAA; OSHA; EU MDR (2017/745); ISO 13485; ISO 14971; WHO PQ (as applicable),1,,2456.487048,1275,7750,732.29,14500
